n_hubs,afos_served,animals,construction_cost,annual_transport_cost,total_5yr_cost,cost_per_animal_per_year,avg_distance_km,truckloads_per_year,construction_cost_per_hub
10,334,41180619,15000000,6032374.144674218,45161870.72337109,0.14648575692060914,28.17033786934791,85655.68752,1500000
10,334,41180619,20000000,6032374.144674218,50161870.72337109,0.14648575692060914,28.17033786934791,85655.68752,2000000
10,334,41180619,25000000,6032374.144674218,55161870.72337109,0.14648575692060914,28.17033786934791,85655.68752,2500000
10,334,41180619,30000000,6032374.144674218,60161870.72337109,0.14648575692060914,28.17033786934791,85655.68752,3000000
